lesson_id,dialogue_line,scene,speaker,amis_text,chinese_translation,audio_url
16,2,未知場景,未知說話者,"Nga’ay ho, ci Potal kako, ira ci Fosay i loma’?",你好，我是Ramay，Fosay在家嗎？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c16d2.mp3
16,3,未知場景,未知說話者,Awaay; masadak cingra. mimaan saw?,不在；他出去了，要做什麼呢？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c16d3.mp3
16,4,未知場景,未知說話者,"Macicih ko riko’ ako, papitapiden ako cingra sa kako.",我的衣服破了，我想請他縫補。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c16d4.mp3
16,5,未知場景,未知說話者,O tireng sa a mitapid a mamaan?,你自己不會縫嗎？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c16d5.mp3
16,6,未知場景,未知說話者,Mafokil kako mitapid.,我不會縫補。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c16d6.mp3
16,7,未知場景,未知說話者,Talaen ho; minokay cingra ano honi.,那你稍等；他待會就要回來了。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c16d7.mp3
16,8,未知場景,未知說話者,Aya; macaloh kako.,哎呀！我很急。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c16d8.mp3
16,9,未知場景,未知說話者,Tahidangen ako cingra?,我要叫他回來嗎？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c16d9.mp3
16,10,未知場景,未知說話者,"Hayda; kalamkamen, matamor kako.",是的；要盡快，我很急。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c16d10.mp3
16,11,未知場景,未知說話者,Ano matira; ini ko fangko no tingwa nira. tanamen patingwa cingra.,那麼，這是他的電話號碼，你嘗試撥電話給他。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c16d11.mp3
17,1,未知場景,未知說話者,O maan ko kakaenen iso?,你想要吃什麼？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c17d1.mp3
17,2,未知場景,未知說話者,Fangsis ko siraw i tini saan ko katengilan.,聽說這裡的醃肉很香。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c17d2.mp3
17,3,未知場景,未知說話者,"Hai, ira ko katacomoli, o kalang, o paheko, ato hakhak.",沒錯，這裡有蝸牛、螃蟹、蕨類還有糯米飯。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c17d3.mp3
17,4,未知場景,未知說話者,O maan ko kohaw ita?,我們要喝什麼湯？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c17d4.mp3
17,5,未知場景,未知說話者,Maolah kiso to kohaw no dongec?,你喜歡喝藤心湯嗎？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c17d5.mp3
17,6,未知場景,未知說話者,"’Angreray ko dongec, ira ko roma?",藤心很苦，有沒有別的？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c17d6.mp3
17,7,未知場景,未知說話者,"Saka komaenan kako to kohaw no takola’, iraay hakini?",我好想吃青蛙湯喔！不知道有沒有？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c17d7.mp3
17,8,未知場景,未知說話者,Hakeno licayen ho ako.,不知道我去問問看。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c17d8.mp3
17,9,未知場景,未知說話者,"Akato, ira o kohaw no katacomoli.",不必了，那就喝蝸牛湯好了。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c17d9.mp3
17,10,未知場景,未知說話者,"Hayda, oraan ko ’aledetay.",好吧，那很夠味。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c17d10.mp3
17,11,未知場景,未知說話者,Mangalef pacamolen to damdam tatodong sanay kira.,尤其是加辣椒更是對味。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c17d11.mp3
18,1,未知場景,未知說話者,O maan ko tadakaola:han iso?,你的興趣是什麼？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c18d1.mp3
18,2,未知場景,未知說話者,O romadiway ko tadakaola:han ako.,我的興趣是唱歌。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c18d2.mp3
18,3,未知場景,未知說話者,O maan ko miraradiwan iso?,你都唱什麼類型的歌？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c18d3.mp3
18,4,未知場景,未知說話者,O radiw no Pangcah.,唱阿美族的歌曲。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c18d4.mp3
18,5,未知場景,未知說話者,Mafana’ kiso romadiw tono tato’asan a radiw ato patikiri?,你會唱古老的傳統歌謠和合音嗎？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c18d5.mp3
18,6,未知場景,未知說話者,Hai! milecad kako to mato’asay a romadiw.,是的！我會跟著長輩唱著。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c18d6.mp3
18,7,未知場景,未知說話者,Cima ko pasifana’ay i tisowanan a romadiw?,是誰教你唱的？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c18d7.mp3
18,8,未知場景,未知說話者,Ci mamo ako ko pasifana’ay i takowanan.,是我祖母教我唱的。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c18d8.mp3
18,9,未知場景,未知說話者,Tadafangcal tengilen ko radiw iso.,你唱的歌聲非常好聽。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c18d9.mp3
18,10,未知場景,未知說話者,Maolah kako minanam to mipatikiriay to radiw.,我喜歡學習唱合音搭唱歌謠。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c18d10.mp3
19,1,未知場景,未知說話者,"Maolah kako to kaciherangan, kiso i?",我很喜歡夏天，那你呢？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c19d1.mp3
19,2,未知場景,未知說話者,"Hai, o kaolahan ako ko kaciherangan.",是的，我最喜歡夏天了。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c19d2.mp3
19,3,未知場景,未知說話者,O maan ko kaolahan iso to kaciherangan?,你為何喜歡夏天呢？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c19d3.mp3
19,4,未知場景,未知說話者,Manga’ay tayra i riyar midangoy ato komaen to kolikolian.,可以去海邊游泳和吃冰品。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c19d4.mp3
19,5,未知場景,未知說話者,"Mafokilay midangoy kako, o tadakoki’ ako to katangongol no nanom.",我不會游泳，我對水深很恐懼。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c19d5.mp3
19,6,未知場景,未知說話者,Ano matira; tatata pasifana’en ako kiso i matini.,要不然；走吧！我現在教你。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c19d6.mp3
19,7,未知場景,未知說話者,"Awa ko limaw ako, mitokong kako to facidol malo sakalafi.",我沒空，我要去摘麵包果當做晚餐。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c19d7.mp3
19,8,未知場景,未知說話者,"Kaeso’ay ko facidol makaen, palada’en kako.",麵包果是很美味的，要分給我。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c19d8.mp3
19,9,未知場景,未知說話者,"Adihay i tatapangan, lonok hanen mitokong.",樹上很多，自己去摘。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c19d9.mp3
19,10,未知場景,未知說話者,Matalaway kako to ’adeteng no facidol.,我很怕麵包樹的黏液。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c19d10.mp3
19,11,未知場景,未知說話者,Kacitakamayan; nga’ay caay pikinat.,戴手套阿；才不會被黏到。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c19d11.mp3
20,1,未知場景,未知說話者,Minokay i kailisinan no niyaro’ kiso?,部落的豐年祭時你會回去嗎？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c20d1.mp3
20,2,未知場景,未知說話者,Hai; hakelongen niyam ko wawa a minokay.,是的；我們會帶著孩子回去。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c20d2.mp3
20,3,未知場景,未知說話者,Sakapina a folad ko ilisin namo?,你們豐年祭是幾月呢？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c20d3.mp3
20,4,未知場景,未知說話者,"Sakapito a folad, lima a romi’ad ko likoda.",七月份，有五天的盛會。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c20d4.mp3
20,5,未知場景,未知說話者,O maan ko tadamaanay a lawla i kailisinan?,豐年祭時有什麼特別的活動？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c20d5.mp3
20,6,未知場景,未知說話者,"Maemin ci losid ko polong finaolan no niyaro’. Ira ko hahay, malalifet ko kapah micelem, mi’adop ato pacakat to selal.",部落的族人全部著傳統服飾。有豐年歌舞、年輕人潛水抓魚及狩獵競技和年齡階層進階。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c20d6.mp3
20,7,未知場景,未知說話者,Tengil han fangcal ko likoda no niyaro’ namo.,聽起來你們部落豐年祭很有趣。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c20d7.mp3
20,8,未知場景,未知說話者,"Saka, ano ira ko limaw namo, katayra to miki’araw.",所以，你們有時間，可以去參觀。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c20d8.mp3
20,9,未知場景,未知說話者,Nga’ay to! tala hanto niyam ko ilisin namo.,當然！我們期待你們的豐年祭。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c20d9.mp3
20,10,未知場景,未知說話者,Hakelongen ko salikaka namo yo!,帶著你們的親友呦！,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c20d10.mp3
21,1,未知場景,未知說話者,Maratar kiso?,你這麼早？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c21d1.mp3
21,2,未知場景,未知說話者,Hai! o cacitodong mamifawah to pitilidan niyam kako.,是啊，我負責開我們班教室的門。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c21d2.mp3
21,3,未知場景,未知說話者,O mamimaan ano honi kiso?,你待會要做什麼？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c21d3.mp3
21,4,未知場景,未知說話者,Miicefos to hana kako.,我要去澆花。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c21d4.mp3
21,5,未知場景,未知說話者,Maherek a micefos mimaan ho kiso?,澆完花之後你還要做什麼？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c21d5.mp3
21,6,未知場景,未知說話者,Miladom to nananomen kako.,我要去裝開水。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c21d6.mp3
21,7,未知場景,未知說話者,Tadamalalok kiso.,你好勤勞。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c21d7.mp3
21,8,未知場景,未知說話者,Cowa! nanaman to ako to romi’ami’ad.,哪裡！我每天已經習慣了。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c21d8.mp3
21,9,未知場景,未知說話者,Padangen ako kiso?,需要我幫忙嗎？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c21d9.mp3
21,10,未知場景,未知說話者,"Aka to, o mamalepon to ako.",不用了，我要完成了。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c21d10.mp3
21,11,未知場景,未知說話者,Mangodo tato kiso.,你太客氣了。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c21d11.mp3
22,1,未知場景,未知說話者,"Ngaay ho, padangen ho kako?",你好，請幫幫我？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c22d1.mp3
22,2,未知場景,未知說話者,Mamaan kiso saw?,你是怎麼啦？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c22d2.mp3
22,3,未知場景,未知說話者,"Macaniker i papotal kako, ira i laloma’ ko safawah.",我被反鎖，鑰匙在房間裡面。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c22d3.mp3
22,4,未知場景,未知說話者,I sakapina a tongroh ko kafoti’an iso?,你的房間在第幾樓層？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c22d4.mp3
22,5,未知場景,未知說話者,I sakaenem a tongroh.,在第六樓。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c22d5.mp3
22,6,未知場景,未知說話者,Kilimen ho ako ko roma a safawah.,我去找備用鑰匙。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c22d6.mp3
22,7,未知場景,未知說話者,"Ira to ini! maherek a mifawah kiso, patikolen kako haw.",找到了！你用完後，請你歸還給我。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c22d7.mp3
22,8,未知場景,未知說話者,Hai; a matira padangen kako mikakoy tonini a lalosidan patayra i fafaed.,好的；那麼請幫我把這些行李提上去。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c22d8.mp3
22,9,未知場景,未知說話者,Hayda! kakoy han to ako.,好的！我會抬上去的。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c22d9.mp3
22,10,未知場景,未知說話者,’Aray ko pipadang iso.,謝謝你的幫忙。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c22d10.mp3
22,11,未知場景,未知說話者,O pinangan no tayal niyam.,這是我們的職責。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c22d11.mp3
23,1,未知場景,未知說話者,I cowa ko pitilidan iso?,你讀哪一所學校？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c23d1.mp3
23,2,未知場景,未知說話者,I tini i Posong Madawdaw Cengkong Sangsoy ko pitilidan ako.,在臺東成功鎮我就讀成功商水。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c23d2.mp3
23,3,未知場景,未知說話者,Ano hakowa a mihawad ko pitilid iso?,你何時畢業呢？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c23d3.mp3
23,4,未知場景,未知說話者,O mamalepon to tona kaciherangan.,今年暑假即將畢業了。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c23d4.mp3
23,5,未知場景,未知說話者,O mamitilid ho to tata’angay a pitilidan kiso?,你會繼續讀大學嗎？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c23d5.mp3
23,6,未知場景,未知說話者,Hai! misafaloco’ matini kako.,是的，我現在很認真。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c23d6.mp3
23,7,未知場景,未知說話者,O maan ko kaolahan iso a minanam?,你最喜歡學習的是什麼？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c23d7.mp3
23,8,未知場景,未知說話者,O miraradiway.,是音樂系。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c23d8.mp3
23,9,未知場景,未知說話者,Sa’icelen to a mifana’ haw!,要努力學習喔！,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c23d9.mp3
23,10,未知場景,未知說話者,"Hai! ano hakowaay to, ya fana’ ako minokay a paradiw panocay sapatengil i niyaro’.",是的！將來返鄉將我所學的獻唱並回饋表現給部落。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c23d10.mp3
24,1,未知場景,未知說話者,Ko’esit nanamen ko caciyaw no Pangcah haw?,阿美語很難學嗎？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c24d1.mp3
24,2,未知場景,未知說話者,Hai! adihay ko makakitingay a caciyaw no Pangcah.,是的！阿美語有很多重疊詞。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c24d2.mp3
24,3,未知場景,未知說話者,I cowaay kiso a minanam?,你在哪裡學習的？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c24d3.mp3
24,4,未知場景,未知說話者,I tira i niyaro’ ako.,在我的部落。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c24d4.mp3
24,5,未知場景,未知說話者,Nikaorira! adihay ho ko kafokilan ako mitengil to sowal no Pangcah.,但是！阿美語還有許多我都聽不懂。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c24d5.mp3
24,6,未知場景,未知說話者,’Aloman ho ko mato’asay o pilicayan.,還有許多的長輩可以請教。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c24d6.mp3
24,7,未知場景,未知說話者,Tanestes tengilen ko caciyaw iso tono Pangcah.,你的阿美語聽起來很流暢。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c24d7.mp3
24,8,未知場景,未知說話者,O no Pangcah kira ko sakalalicay niyam.,我們都是以母語對談。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c24d8.mp3
24,9,未知場景,未知說話者,Manga’ay malo pinanaman niyam kiso i pitilidan.,在學校，你可以做為我們學習的對象。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c24d9.mp3
24,10,未知場景,未知說話者,Sa’icelen no mita.,我們一起努力。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c24d10.mp3
25,1,未知場景,未知說話者,Talacowaay misalama kamo i cilaay a lipay?,上個禮拜你們到哪去玩？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c25d1.mp3
25,2,未知場景,未知說話者,Tayraay i Dipong kami a miliwko.,我們去了日本旅遊。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c25d2.mp3
25,3,未知場景,未知說話者,Papina ko cafay iso a tayra?,你有幾位同伴前往？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c25d3.mp3
25,4,未知場景,未知說話者,Lalima a malacafay kami tayra.,我們五位結伴同遊。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c25d4.mp3
25,5,未知場景,未知說話者,Tayraay kamo i Hokaydo?,你們有去北海道嗎？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c25d5.mp3
25,6,未知場景,未知說話者,"Hai, tayra ho kami i roma a niyaro’.",有阿，我們也有去別的村莊。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c25d6.mp3
25,7,未知場景,未知說話者,Masamaan ko niyaro’ i tira?,那裡的部落怎麼樣呢？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c25d7.mp3
25,8,未知場景,未知說話者,"Wata kafangcal, nikaorira; caay kafilo ko sienaw.",非常漂亮，但是；無法忍受寒冷。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c25d8.mp3
25,9,未知場景,未知說話者,"Ka’inalan kamo, anohakowa pakatoor i tamowanan kako?",好羨慕你們，不知何時我才能跟上你們？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c25d9.mp3
25,10,未知場景,未知說話者,"Ano matira; tatata, tala Amilika kita.",那麼；走走走，我們去美國。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c25d10.mp3
26,1,未知場景,未知說話者,Pasifana’en ho kako to ’orip iso?,可以介紹你自己嗎？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c26d1.mp3
26,2,未知場景,未知說話者,"Nga’ay ho, ci Maing kako, o naniPosongay kako.",你好，我叫Maing，來自臺東。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c26d2.mp3
26,3,未知場景,未知說話者,O mimaanay ko tayal iso i ’ayaw?,你以前從事何種行業。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c26d3.mp3
26,4,未知場景,未知說話者,O miyakiway ko tayal ako.,我是打職業棒球的。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c26d4.mp3
26,5,未知場景,未知說話者,Pina to miheca ko pimali iso?,你打了幾年的球？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c26d5.mp3
26,6,未知場景,未知說話者,Moetep a miheca ko pimali ako.,我打了十年的球。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c26d6.mp3
26,7,未知場景,未知說話者,O maan ko ngangan no cefang iso?,你球隊的名字是什麼呢？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c26d7.mp3
26,8,未知場景,未知說話者,O Kolong ko ngangan no cefang ako.,我的球隊名字是牛隊。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c26d8.mp3
26,9,未知場景,未知說話者,Sawad nosa kiso to pimalian iso?,你為何離開你的球場呢？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c26d9.mp3
26,10,未知場景,未知說話者,"Madoka’ to ko patelaw ako, caayto pakatekol to mali.",我的手臂受傷，不能再投球了。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c26d10.mp3
26,11,未知場景,未知說話者,"Hai! mafana' to kako, misatapang tayni matayal anodafak kiso.",好的，我知道了，明天請你開始來工作。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c26d11.mp3
26,12,未知場景,未知說話者,’Aray!,謝謝！,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c26d12.mp3
27,1,未知場景,未知說話者,Maening kiso anini.,你今天好漂亮。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c27d1.mp3
27,2,未知場景,未知說話者,Haysaw! masamaan nengnengen ko talip ako?,是嗎？那我的裙子看起來怎樣？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c27d2.mp3
27,3,未知場景,未知說話者,"Aciyah kafangcal a nengnengen, matiya cingohahay to kiso hay?",哇很好看，你好像在戀愛了是嗎？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c27d3.mp3
27,4,未知場景,未知說話者,Cima ko kafana’an iso?,你聽誰說的？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c27d4.mp3
27,5,未知場景,未知說話者,"Mahapinang ko pising iso, sedi saan caay pitolas caciyaw to tingwa.",你的表情很明顯，興奮的不停在講電話。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c27d5.mp3
27,6,未知場景,未知說話者,Haysaw? sakangodoan.,是嗎？好害羞。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c27d6.mp3
27,7,未知場景,未知說話者,Cima kora kapah?,那個年輕人是哪位？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c27d7.mp3
27,8,未知場景,未知說話者,"Ci Ofad, o safa ni Ramay.",叫Ofad，是Ramay的弟弟。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c27d8.mp3
27,9,未知場景,未知說話者,"Iki kiso, o tada tanestesay ko tireng ningra.",你好幸運，他是非常英俊瀟灑的。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c27d9.mp3
27,10,未知場景,未知說話者,"Maolah kako cingranan, nawhan masinanotay ko tamdaw nira.",我很喜歡他，因為他很為人很謙卑。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c27d10.mp3
28,1,未知場景,未知說話者,"Makapah anini kiso, o tadalosid namo kona ca’edong?",你今天好漂亮，你的穿著是你們的傳統服飾嗎？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c28d1.mp3
28,2,未知場景,未知說話者,Hai! no pasawalian a ca’edong konini.,是的！這是東部阿美族的穿著。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c28d2.mp3
28,3,未知場景,未知說話者,Mikihatiya romadiw ato masakero kiso?,你會參加唱歌和跳舞嗎？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c28d3.mp3
28,4,未知場景,未知說話者,"Hai! nawhan, mitoor to lisin no niyaro’.",會！因為，要尊隨部落的祭典。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c28d4.mp3
28,5,未知場景,未知說話者,Pararid ira to mihecahecaan kona likakawa?,每一年都有舉辦如此習俗嗎？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c28d5.mp3
28,6,未知場景,未知說話者,"Hai, iraay ko likakawa to misacepo’ ato likoda no niyaro’.",是的，部落也有舉辦海祭和豐年祭習俗。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c28d6.mp3
28,7,未知場景,未知說話者,Manga’ay tayra mikihatiya kami?,我們可以來參加嗎？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c28d7.mp3
28,8,未知場景,未知說話者,"Manga’ay to, lahamham kami to katayni namo.",當然可以，我們很歡迎你們來參加。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c28d8.mp3
28,9,未知場景,未知說話者,Ci ca’edong kami to tadalosid?,我們也要穿傳統服飾嗎？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c28d9.mp3
28,10,未知場景,未知說話者,Hai! mapolong kita cilosid a masakero.,是的！我們全部要著傳統服飾來跳舞。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c28d10.mp3
29,1,未知場景,未知說話者,Ano hakowa misacepo’ ko niyaro’ namo?,你的部落何時舉行海祭?,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c29d1.mp3
29,2,未知場景,未知說話者,I tini i canglalan no saka enem a folad.,在六月的農曆十五號。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c29d2.mp3
29,3,未知場景,未知說話者,Matatood a minokay ko finaolan no niyaro’?,部落的族人都會回來嗎?,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c29d3.mp3
29,4,未知場景,未知說話者,"Hakeno, awa ko pinang to romi’ad no misiyakayay.",不知道，出外工作者的時間不能確定。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c29d4.mp3
29,5,未知場景,未知說話者,Masamaan ko colah namo i pisacepo’an?,海祭時你們有怎樣活動？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c29d5.mp3
29,6,未知場景,未知說話者,Polong fa’inayan no niyaro’ matatood tayra i riyar micelem ato mitafokod to foting.,部落所有男人都到海邊潛水和撒網抓魚。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c29d6.mp3
29,7,未知場景,未知說話者,Mimaan ko fafahiyan i loma’?,女人在家做什麼？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c29d7.mp3
29,8,未知場景,未知說話者,Patala to pinafoting no fa’inayan a misahemay ato mitalik to toron.,迎接男人的魚獲和煮糯米跟搗糯米糕。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c29d8.mp3
29,9,未知場景,未知說話者,Tahidangen kako a mingiraw?,要宴請我享用餐會?,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c29d9.mp3
29,10,未知場景,未知說話者,"Hai, halhalen niyam ko katayni iso.",可以呀，我們會歡迎你的到來。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c29d10.mp3
30,1,未知場景,未知說話者,Pina ko kasafinacadan no Yencominco anini?,原住民族有幾個族群呢？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c30d1.mp3
30,2,未知場景,未知說話者,Sepatay safaw ko finacadan no Yincominco anini.,共有十四族群。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c30d2.mp3
30,3,未知場景,未知說話者,O cimacima kasafinacadan?,是哪些族群呢？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c30d3.mp3
30,4,未知場景,未知說話者,"O Pangcah, Tayan, Paywan, Ponong, Lokay, Piwma, Tao, Saysiya, Taroko, Co, Kafalan, Sakiraya, Secik ato Saw.",有阿美族、泰雅族、排灣族、布農族、魯凱族、卑南族、雅美族、賽夏族、太魯閣族、鄒族、噶瑪蘭族、撒奇萊雅族、賽德克族以及邵族。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c30d4.mp3
30,5,未知場景,未知說話者,O manan a finacadan ko sa’alomanay a tamdaw?,人口數最多的是哪一族？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c30d5.mp3
30,6,未知場景,未知說話者,O Pangcah.,是阿美族。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c30d6.mp3
30,7,未知場景,未知說話者,O manan a finacadan ko samamangay ko tamdaw?,那人口數最少的是哪一族？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c30d7.mp3
30,8,未知場景,未知說話者,O Saw.,是邵族。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c30d8.mp3
